Submitted Date and Time,Institution,Category,Program,Batch,Instructor,How would you rate the overall content of the session?,Were the topics covered relevant to your needs and expectations?,Rate the clarity and depth of the information provided.,How knowledgeable was the instructor about the subject matter?,How engaging was the instructor in delivering the content?,Rate the instructor's ability to answer questions and provide explanations.,How would you rate the overall organization and flow of the session?,Rate the activities/exercises conducted during the session to understand the concepts?,Rate the overall interaction and engagement opportunities during the session.,What did you like most about the session?,What areas do you think need improvement
2026-06-07T00:00:00,IIM Visakhapatnam,AI,EPLAI,Batch 1,Prof. Souva Majumder,3,2,3,3,3,4,2,3,3,NA,"The overall session needs improvement, seems like these sessions are misaligned with the overall objective of the program. The session generally was an overview of the concepts and then Demo that had 80% walkthrough of the code, line-by-line. It would be better to have a document that we can refer to to understand the code after the session. Also, going through the code line by line would only help the people who are from Coding background, but for non techies, I personally get overwhelmed."
2026-06-07T00:00:00,IIM Visakhapatnam,AI,EPLAI,Batch 1,Prof. Souva Majumder,3,3,3,3,3,3,3,3,3,-,-
2026-06-07T00:00:00,IIM Visakhapatnam,AI,EPLAI,Batch 3A,Rishi Raj,3,3,3,4,3,4,4,4,4,should cover maximum subject matters during online hours,should cover maximum subject matters during online hours
2026-06-07T00:00:00,IIM Visakhapatnam,AI,EPLAI,Batch 3A,Rishi Raj,5,5,5,5,5,5,5,5,5,Team Participation and Case Studies,NA
2026-06-07T00:00:00,IIM Visakhapatnam,AI,EPLAI,Batch 3A,Rishi Raj,4,4,4,4,4,4,4,3,3,new thing and something to learn more,i need data aalysis and understanding model
2026-06-07T00:00:00,IIM Visakhapatnam,AI,EPLAI,Batch 3A,Rishi Raj,4,4,4,4,4,4,4,4,4,Lab work give the  clear picture AI /ML pipeline,This session does not required no improvement
2026-06-07T00:00:00,IIM Visakhapatnam,AI,EPLAI,Batch 3A,Rishi Raj,4,5,4,5,5,5,5,5,5,"Hands on  problems  , discussion.","more home works, every one should get equal chance for presentation."
2026-06-07T00:00:00,IIM Visakhapatnam,AI,EPLAI,Batch 3A,Rishi Raj,5,5,5,5,5,5,5,5,5,na,na
2026-06-07T00:00:00,IIM Visakhapatnam,AI,EPLAI,Batch 3A,Rishi Raj,4,4,4,4,4,4,4,4,4,.,.
2026-06-07T00:00:00,IIM Visakhapatnam,AI,EPLAI,Batch 3A,Rishi Raj,4,4,3,4,4,4,3,4,4,The AI ML Pipeline real life case studies,I guess we still need some clarity on decision making as to which model / algorithms
2026-06-07T00:00:00,IIM Visakhapatnam,AI,EPLAI,Batch 3A,Rishi Raj,5,5,5,5,5,5,5,5,5,break out sesssion is good,more detailed step by steps lab and exercise
2026-06-07T00:00:00,IIM Visakhapatnam,AI,EPLAI,Batch 3A,Rishi Raj,5,5,5,5,5,5,5,5,5,breakout room hands on experience,all good
2026-06-07T00:00:00,IIM Visakhapatnam,AI,EPLAI,Batch 3A,Rishi Raj,4,3,4,4,3,3,4,4,5,Breakout room and interactions,"PPTs/ PDF docs which are being shared over chats, not able to receive the same. Request to reshare all PDFs PPTs shared till date"
2026-06-07T00:00:00,IIM Visakhapatnam,AI,EPLAI,Batch 3A,Rishi Raj,4,4,4,5,5,5,4,4,4,Break-out room excises.,need more lab session
2026-06-07T00:00:00,IIM Visakhapatnam,AI,EPLAI,Batch 3A,Rishi Raj,4,4,4,4,4,4,4,4,3,The Exercise,"Being from a Non-technical background, expect the explanation to be done considering the larger audience."
2026-06-07T00:00:00,IIM Visakhapatnam,AI,EPLAI,Batch 3A,Rishi Raj,5,5,5,5,5,5,5,5,5,Benefitting from the hands on session reg AI Pipeline and interpretation of thw whole pipeline from the case study example.,Nothing as of now.
2026-06-07T00:00:00,IIM Visakhapatnam,AI,EPLAI,Batch 3A,Rishi Raj,5,5,5,5,5,5,5,5,5,Good Session,Good Session-No improvement required for now
2026-06-07T00:00:00,IIM Visakhapatnam,AI,EPLAI,Batch 3A,Rishi Raj,4,4,5,4,5,5,4,5,5,"engagement , case studies , real time data. AI tools demo",Nothing
2026-06-07T00:00:00,IIM Visakhapatnam,AI,EPLAI,Batch 3A,Rishi Raj,4,1,4,5,5,5,4,5,4,Class excercise,Nothing specific
2026-06-07T00:00:00,IIM Visakhapatnam,AI,EPLAI,Batch 3A,Rishi Raj,4,4,4,4,4,4,4,4,4,Handon experince,it will be nice if as prepration work tools were asked to be setup and to minimize gaps
2026-06-07T00:00:00,IIM Visakhapatnam,AI,EPLAI,Batch 3A,Rishi Raj,5,5,5,5,5,5,5,5,5,Hand on data,While splitting the group observed voice is gone away. Looks there are some technical glitch
2026-06-07T00:00:00,IIM Visakhapatnam,AI,EPLAI,Batch 3A,Rishi Raj,5,4,3,5,3,4,3,4,4,Hands On,Needs some more understanding may be as followup Prof Rishi can take one example and take this to the flow
2026-06-07T00:00:00,IIM Visakhapatnam,AI,EPLAI,Batch 3A,Rishi Raj,3,3,2,4,3,4,2,3,3,Examples,To bring the basic learners on same platform.
2026-06-07T00:00:00,IIM Visakhapatnam,AI,EPLAI,Batch 3A,Rishi Raj,"I am worried. Pl help me,vivekanand.76@gmail.com",,,,,,,,,,
2026-06-07T00:00:00,IIM Visakhapatnam,AI,EPLAI,Batch 3A,Rishi Raj,5,5,5,5,5,5,5,4,5,Good Problems to try .,More hands on and everyone should get the presentation opportunity
2026-06-07T00:00:00,IIM Visakhapatnam,AI,EPLAI,Batch 3A,Rishi Raj,5,5,5,5,5,5,5,5,5,Teaching Method of Prof Rishi,Nothing as of now.
2026-06-07T00:00:00,IIM Visakhapatnam,AI,EPLAI,Batch 3A,Rishi Raj,3,3,3,4,4,4,3,3,3,Practical exercisese,I feel few topics are taking longer time than desired. There should be a balance in theory and practical.
2026-06-07T00:00:00,IIM Visakhapatnam,AI,EPLAI,Batch 3A,Rishi Raj,5,4,4,5,5,5,5,5,5,GOOD,iT WAS GOOD
2026-06-07T00:00:00,IIM Visakhapatnam,AI,EPLAI,Batch 3A,Rishi Raj,5,5,5,5,5,5,5,5,5,Lab cases,nothing
2026-06-14T00:00:00,IIM Visakhapatnam,AI,EPLAI,Batch 1,Prof. Souva Majumder,1,1,1,1,1,1,1,1,1,Nothing specific of now,Too fast and technical and not able to follow. Pls consider non tech profiles in the classroom and conduct in a way for their understanding and execution
2026-06-14T00:00:00,IIM Visakhapatnam,AI,EPLAI,Batch 1,Prof. Souva Majumder,5,5,5,5,5,5,5,5,5,the discussion,nil
2026-06-14T00:00:00,IIM Visakhapatnam,AI,EPLAI,Batch 1,Prof. Souva Majumder,4,4,4,4,4,4,4,4,4,All the discussion,More live session on MCP
2026-06-14T00:00:00,IIM Visakhapatnam,AI,EPLAI,Batch 1,Prof. Souva Majumder,5,5,5,5,5,5,5,5,5,NA,N
2026-06-14T00:00:00,IIM Visakhapatnam,AI,EPLAI,Batch 1,Prof. Souva Majumder,3,3,3,3,3,3,3,3,3,lot of information sharing which helps,little chaotic and mis managed due to too many people talking at the same time and Anushree rushing through the demo which was actually causing more confusion atleast to people from non technical background . If this sessions can be at a slow paced keeping non technical people in mind it will help
2026-06-14T00:00:00,IIM Visakhapatnam,AI,EPLAI,Batch 1,Prof. Souva Majumder,3,3,3,3,3,3,3,3,3,topic,need hands on training
2026-06-14T00:00:00,IIM Visakhapatnam,AI,EPLAI,Batch 1,Prof. Souva Majumder,5,5,5,5,5,5,5,5,5,Practicals,Seperate practical sessions
2026-06-14T00:00:00,IIM Visakhapatnam,AI,EPLAI,Batch 1,Prof. Souva Majumder,3,3,3,3,3,3,3,3,3,need some help for create vm,need some help
2026-06-14T00:00:00,IIM Visakhapatnam,AI,EPLAI,Batch 1,Prof. Souva Majumder,5,5,5,5,5,5,5,5,5,Detailed information,NA
2026-06-14T00:00:00,IIM Visakhapatnam,AI,EPLAI,Batch 1,Prof. Souva Majumder,4,4,5,5,4,5,4,4,4,.,.
2026-06-14T00:00:00,IIM Visakhapatnam,AI,EPLAI,Batch 1,Prof. Souva Majumder,2,4,2,4,3,2,3,1,2,the content,better practical flow and handholding
2026-06-14T00:00:00,IIM Visakhapatnam,AI,EPLAI,Batch 1,Prof. Souva Majumder,5,5,5,5,5,5,5,5,5,Handson,No
2026-06-14T00:00:00,IIM Visakhapatnam,AI,EPLAI,Batch 1,Prof. Souva Majumder,4,4,4,4,4,4,4,4,4,good,good
2026-06-14T00:00:00,IIM Visakhapatnam,AI,EPLAI,Batch 1,Prof. Souva Majumder,4,4,4,4,4,3,4,4,4,NA,NA
2026-06-14T00:00:00,IIM Visakhapatnam,AI,EPLAI,Batch 1,Prof. Souva Majumder,4,4,4,4,4,4,4,4,4,Na,Na
2026-06-14T00:00:00,IIM Visakhapatnam,AI,EPLAI,Batch 1,Prof. Souva Majumder,4,4,4,4,4,4,4,4,4,presentation,none
2026-06-14T00:00:00,IIM Visakhapatnam,AI,EPLAI,Batch 1,Prof. Souva Majumder,5,5,5,5,5,5,5,5,5,hands on,Nothing
2026-06-14T00:00:00,IIM Visakhapatnam,AI,EPLAI,Batch 1,Prof. Souva Majumder,3,3,3,3,3,3,3,3,3,Good discussion,Demo can be better
2026-06-14T00:00:00,IIM Visakhapatnam,AI,EPLAI,Batch 1,Prof. Souva Majumder,5,5,5,5,5,5,5,5,5,The concept of MCP,
2026-06-14T00:00:00,IIM Visakhapatnam,AI,EPLAI,Batch 1,Prof. Souva Majumder,4,4,4,4,4,4,4,4,4,The way MCP topic was taugh in the most simple manner.,techincal part should have been given more time.
2026-06-14T00:00:00,IIM Visakhapatnam,AI,EPLAI,Batch 1,Prof. Souva Majumder,5,5,5,5,5,5,5,5,5,Its ok,Too technical
2026-06-14T00:00:00,IIM Visakhapatnam,AI,EPLAI,Batch 1,Prof. Souva Majumder,5,5,5,5,5,5,4,5,5,Real world inputs,organisation and q&a duration
2026-06-14T18:00:00,E&ICT Academy IIT Guwahati,DT,DT,Feb 2026,Anshu Sharma,5,5,5,5,5,5,5,5,5,everything,none
2026-06-14T18:00:07,E&ICT Academy IIT Guwahati,DT,DT,Feb 2026,Anshu Sharma,5,5,5,5,5,5,5,5,5,Na,Na
2026-06-14T18:00:10,E&ICT Academy IIT Guwahati,DT,DT,Feb 2026,Anshu Sharma,5,5,5,5,5,5,5,5,5,NA,NA
2026-06-14T18:00:32,E&ICT Academy IIT Guwahati,DT,DT,Feb 2026,Anshu Sharma,5,5,5,5,4,4,4,5,3,Skip,Skip
2026-06-14T18:01:48,E&ICT Academy IIT Guwahati,DT,DT,Feb 2026,Anshu Sharma,5,4,5,4,4,5,4,5,4,quite helpful and related to most of the aspects of current job,none
2026-06-14T18:02:22,E&ICT Academy IIT Guwahati,DT,DT,Feb 2026,Anshu Sharma,4,4,4,4,4,4,4,4,4,NA,NA
2026-06-14T18:03:54,E&ICT Academy IIT Guwahati,DT,DT,Feb 2026,Anshu Sharma,5,5,5,5,5,5,5,5,5,sharing examples,-
2026-06-14T18:05:09,E&ICT Academy IIT Guwahati,DT,DT,Feb 2026,Anshu Sharma,5,5,5,5,5,5,5,5,5,Change management strategies,NA
2026-06-21T00:00:00,XLRI,HR,DHRL,Batch 7,Santosh,4,4,4,4,4,4,4,4,4,,
2026-06-21T00:00:00,XLRI,HR,DHRL,Batch 7,Santosh,5,5,5,5,5,5,5,5,5,,
2026-06-21T00:00:00,XLRI,HR,DHRL,Batch 7,Santosh,4,5,5,5,5,5,4,5,4,,
2026-06-21T00:00:00,XLRI,HR,DHRL,Batch 7,Santosh,5,5,5,5,5,5,5,5,5,good interactive session,case studies
2026-06-21T00:00:00,XLRI,HR,DHRL,Batch 7,Santosh,5,5,5,5,5,5,5,5,5,,
2026-06-21T00:00:00,IIM Visakhapatnam,AI,EPLAI,Batch 1,Prof. Souva Majumder,5,5,5,5,5,5,5,5,5,HANDS ON PRACTICE,NOTHING
2026-06-21T00:00:00,IIM Visakhapatnam,AI,EPLAI,Batch 1,Prof. Souva Majumder,5,5,5,4,4,4,4,4,4,How the teacher tried to engage the students which usually never contribute. The way Anushree first explained about what we will acheive by running the code and then started the coding part. This helps in kepping everyone on the same page.,So far so good.
2026-06-21T00:00:00,IIM Visakhapatnam,AI,EPLAI,Batch 1,Prof. Souva Majumder,5,5,5,5,5,5,5,5,5,The dedication of the cohort (both participants and the trainer),Please share some coding basics video from youtube or any other suitable source for some participants so they can make upto speed for the technical sessions
2026-06-21T00:00:00,IIM Visakhapatnam,AI,EPLAI,Batch 1,Prof. Souva Majumder,5,5,5,5,5,5,5,5,5,Satisfying session,
2026-06-21T00:00:00,IIM Visakhapatnam,AI,EPLAI,Batch 1,Prof. Souva Majumder,3,1,5,5,3,3,3,3,3,nothing specific,"Honestly, I couldn’t follow much in the last four sessions—coding still feels completely alien to me. I’d shared this earlier too, and a few others mentioned the same. No offence to the professor, but it feels like I’ve almost wasted four Sundays and I’m left out of the flow."
2026-06-21T00:00:00,IIM Visakhapatnam,AI,EPLAI,Batch 1,Prof. Souva Majumder,4,4,4,4,4,4,4,4,4,LIVE WORK,more live work
2026-06-21T00:00:00,IIM Visakhapatnam,AI,EPLAI,Batch 1,Prof. Souva Majumder,3,3,3,3,3,3,3,3,3,Very chaotic especially for non technical people,The instructor really need to go very slow as many were struggling
2026-06-21T00:00:00,XLRI,HR,DHRL,Batch 7,Santosh,5,5,5,5,5,5,5,5,5,To understand the network capability on the growth and sustainable.,
2026-06-21T00:00:00,IIM Visakhapatnam,AI,EPLAI,Batch 1,Prof. Souva Majumder,5,5,5,5,5,5,5,5,5,NA,NA
2026-06-21T00:00:00,IIM Visakhapatnam,AI,EPLAI,Batch 1,Prof. Souva Majumder,5,5,5,5,5,5,5,5,5,Walking through each and every step helps me a to re call my 10 years back coding skill but very much useful and appreciate Souva & Anushree for this. Thank you so much.,.
2026-06-21T00:00:00,IIM Visakhapatnam,AI,EPLAI,Batch 1,Prof. Souva Majumder,5,5,5,5,5,5,5,5,5,Practical sessions from Ansuhree,Step by step documentation for Windows and Mac users
2026-06-21T00:00:00,IIM Visakhapatnam,AI,EPLAI,Batch 1,Prof. Souva Majumder,5,5,5,5,5,5,5,5,5,Hand-holding and step-by-step instructions,Speed and steps need to slow down for non-IT participants
2026-06-21T00:00:00,IIM Visakhapatnam,AI,EPLAI,Batch 1,Prof. Souva Majumder,3,3,3,3,3,4,1,1,3,The subject,The practicals were too technical considering the diversity and profession of the cohort.
2026-06-21T00:00:00,IIM Visakhapatnam,AI,EPLAI,Batch 1,Prof. Souva Majumder,5,5,5,5,5,5,5,5,5,Good explanation and explianed calmly,All good
2026-06-21T00:00:00,IIM Visakhapatnam,AI,EPLAI,Batch 1,Prof. Souva Majumder,4,4,4,4,4,4,4,4,4,Demo,None
2026-06-21T00:00:00,IIM Visakhapatnam,AI,EPLAI,Batch 1,Prof. Souva Majumder,1,1,1,1,1,1,1,1,1,Basic intro about concepts,non tech folks like are finding the last few and todays class completely irrelevant and non usable/learnable. Can we make this inclusive for non tech learners also engaging pls
2026-06-21T00:00:00,IIM Visakhapatnam,AI,EPLAI,Batch 1,Prof. Souva Majumder,3,3,3,4,4,4,2,3,4,interactive session by Prof. Souva and Anushree,"It would be beneficial for professors to prepare detailed step-by-step instructions, along with screenshots, for any software installation or application setup well in advance, especially when working with ***non-technical participants***. This helps ensure that setup-related issues are addressed beforehand, allowing class time to be devoted entirely to teaching and demonstrations without interruptions."
2026-06-21T00:00:00,IIM Visakhapatnam,AI,EPLAI,Batch 1,Prof. Souva Majumder,3,3,3,5,5,5,3,2,3,I have not understood any coding exercise / Practice in any of the sessions conducted by Applollinious . Dont understand how are they extremely helpful in Leadership Decisions / Strategies of AI,"simple and basic english , Self Service Videos explaining step by step workflows , understanding concepts for a Non coding , non tech background member"
2026-06-21T00:00:00,XLRI,HR,DHRL,Batch 7,Santosh,4,3,3,3,3,3,3,3,3,,Group  activities
2026-06-21T00:00:00,XLRI,HR,DHRL,Batch 7,Santosh,5,5,5,5,5,4,4,5,4,absolutely new learning,NA looking forward to the next session
2026-06-21T00:00:00,XLRI,HR,DHRL,Batch 7,Santosh,5,5,5,5,5,5,5,5,5,,
2026-06-21T00:00:00,XLRI,HR,DHRL,Batch 7,Santosh,5,5,5,5,5,5,5,5,5,"How are decisions change as per out network, cross functional connections with other hierarchy",no
2026-06-21T00:00:00,XLRI,HR,DHRL,Batch 7,Santosh,5,5,5,5,5,5,5,5,5,"Netwrok buiding, Diversity of network, emotional connection with network, peer level of connection, egocentric networks.",Network building more examples.
2026-06-21T00:00:00,XLRI,HR,DHRL,Batch 7,Santosh,5,5,5,5,5,5,5,5,5,,
2026-06-21T00:00:00,XLRI,HR,DHRL,Batch 7,Santosh,4,4,4,5,5,5,4,4,4,,
2026-06-21T00:00:00,XLRI,HR,DHRL,Batch 7,Santosh,5,5,5,5,5,5,5,5,5,how to do network analysis,-
2026-06-21T00:00:00,XLRI,HR,DHRL,Batch 7,Santosh,4,4,4,4,4,4,4,4,4,,
2026-06-21T00:00:00,XLRI,HR,DHRL,Batch 7,Santosh,4,4,3,3,4,5,4,3,4,Entire session,More analytical
2026-06-21T00:00:00,XLRI,HR,DHRL,Batch 7,Santosh,5,5,5,5,5,5,5,5,5,,
2026-06-21T00:00:00,XLRI,HR,DHRL,Batch 7,Santosh,3,3,3,3,3,4,3,3,3,need more information about the topic,additional information with data centric calcualtion approach could help more.
2026-06-21T00:00:00,XLRI,HR,DHRL,Batch 7,Santosh,5,5,5,5,5,5,5,5,5,Subject knowledge,na
2026-06-21T00:00:00,XLRI,HR,DHRL,Batch 7,Santosh,3,3,3,2,2,2,3,3,3,nothing,"the session was just ok. could have been better with examples, case studies etc. he did not even let us discuss the case study given to us in breakout rooms."
2026-06-21T18:02:33,IIM Visakhapatnam,PMT,Project Management Program,Jan 2026,Prof. Ravindra Nadh Chowdary,5,4,4,5,5,5,4,5,4,,
2026-06-21T18:02:43,IIM Visakhapatnam,PMT,Project Management Program,Jan 2026,Prof. Ravindra Nadh Chowdary,5,5,5,5,5,5,5,5,5,,
2026-06-21T18:02:58,IIM Visakhapatnam,PMT,Project Management Program,Jan 2026,Prof. Ravindra Nadh Chowdary,5,5,5,5,5,5,5,5,5,,good
2026-06-21T18:03:07,IIM Visakhapatnam,PMT,Project Management Program,Jan 2026,Prof. Ravindra Nadh Chowdary,5,5,5,5,5,5,5,4,5,good Excel document,more content
2026-06-21T18:03:17,IIM Visakhapatnam,PMT,Project Management Program,Jan 2026,Prof. Ravindra Nadh Chowdary,5,5,5,5,5,5,5,5,5,Well about the MSP,Keep on updates
2026-06-21T18:03:21,IIM Visakhapatnam,PMT,Project Management Program,Jan 2026,Prof. Ravindra Nadh Chowdary,5,5,5,5,5,5,5,5,5,Scheduling in MSP explained clearly.,
2026-06-21T18:03:29,IIM Visakhapatnam,PMT,Project Management Program,Jan 2026,Prof. Ravindra Nadh Chowdary,5,5,5,5,5,5,5,5,5,More practical,na
2026-06-21T18:03:36,IIM Visakhapatnam,PMT,Project Management Program,Jan 2026,Prof. Ravindra Nadh Chowdary,4,4,5,5,5,5,4,4,4,,Would have help to show exercise on Finance & Supply Chain Background.
