Submitted Date and Time,Institution,Category,Program,Batch,Instructor,How would you rate the overall content of the session?,Were the topics covered relevant to your needs and expectations?,Rate the clarity and depth of the information provided.,How knowledgeable was the instructor about the subject matter?,How engaging was the instructor in delivering the content?,Rate the instructor's ability to answer questions and provide explanations.,How would you rate the overall organization and flow of the session?,Rate the activities/exercises conducted during the session to understand the concepts?,Rate the overall interaction and engagement opportunities during the session.,What did you like most about the session?,What areas do you think need improvement
2026-05-24T00:00:00,IIM Visakhapatnam,SM,GSLP,Batch 3,Prof. Praveen Kamath,4,5,4,4,4,5,5,4,4,Energy And Knowledge,No
2026-05-24T00:00:00,IIM Visakhapatnam,SM,GSLP,Batch 3,Prof. Praveen Kamath,5,5,5,5,5,5,5,5,5,,
2026-05-24T00:00:00,IIM Visakhapatnam,SM,GSLP,Batch 3,Prof. Praveen Kamath,5,5,5,5,5,5,5,5,5,Very Intercative,As of now nothing
2026-05-24T00:00:00,IIM Visakhapatnam,SM,GSLP,Batch 3,Prof. Praveen Kamath,5,5,5,5,5,5,5,5,5,Always energy,Not required
2026-05-24T00:00:00,IIM Visakhapatnam,SM,GSLP,Batch 3,Prof. Praveen Kamath,5,5,5,5,5,5,5,5,5,,
2026-05-24T00:00:00,IIM Visakhapatnam,SM,GSLP,Batch 3,Prof. Praveen Kamath,5,5,5,5,5,5,5,5,5,,
2026-05-24T00:00:00,IIM Visakhapatnam,SM,GSLP,Batch 3,Prof. Praveen Kamath,5,5,5,5,5,5,5,5,5,whole session was very good,nothing
2026-05-24T00:00:00,IIM Visakhapatnam,SM,GSLP,Batch 3,Prof. Praveen Kamath,5,5,5,5,5,5,5,5,5,Good energy of professor,no suggestion
2026-05-31T00:00:00,IIM Visakhapatnam,SM,GSLP,Batch 3,Prof. Praveen Kamath,5,4,5,5,4,4,5,4,5,NA,NA
2026-05-31T00:00:00,IIM Visakhapatnam,SM,GSLP,Batch 3,Prof. Praveen Kamath,5,5,5,5,5,5,5,5,5,,
2026-05-31T00:00:00,IIM Visakhapatnam,SM,GSLP,Batch 3,Prof. Praveen Kamath,5,4,4,4,5,5,4,4,4,Knowledge and Engagement,Nothing
2026-05-31T00:00:00,IIM Visakhapatnam,SM,GSLP,Batch 3,Prof. Praveen Kamath,4,4,5,5,5,5,3,4,4,,
2026-05-31T00:00:00,IIM Visakhapatnam,SM,GSLP,Batch 3,Prof. Praveen Kamath,5,5,5,4,5,5,5,5,5,,
2026-05-31T00:00:00,IIM Visakhapatnam,SM,GSLP,Batch 3,Prof. Praveen Kamath,5,5,5,5,5,5,5,5,5,Very Informative insigts,NA
2026-05-31T00:00:00,IIM Visakhapatnam,SM,GSLP,Batch 3,Prof. Praveen Kamath,5,5,5,5,5,5,5,5,5,very interactive,na
2026-05-31T00:00:00,IIM Visakhapatnam,SM,GSLP,Batch 3,Prof. Praveen Kamath,5,5,5,5,5,5,5,5,5,.,.
2026-05-31T00:00:00,IIM Visakhapatnam,SM,GSLP,Batch 3,Prof. Praveen Kamath,4,4,4,4,4,5,4,4,4,Precise explanation,NA
2026-05-31T00:00:00,IIM Visakhapatnam,SM,GSLP,Batch 3,Prof. Praveen Kamath,5,5,5,5,5,5,5,5,5,,
2026-05-31T00:00:00,IIM Visakhapatnam,SM,GSLP,Batch 3,Prof. Praveen Kamath,5,5,5,5,5,5,5,5,5,examples,all good
2026-05-31T00:00:00,IIM Visakhapatnam,SM,GSLP,Batch 3,Prof. Praveen Kamath,5,5,5,5,5,5,5,5,5,The whole session was very good,nothing as of now
2026-05-31T00:00:00,IIM Visakhapatnam,SM,GSLP,Batch 3,Prof. Praveen Kamath,5,5,5,5,5,5,5,5,5,,
Average,,,,,,4.79,4.85,4.87,4.85,4.85,4.87,4.82,4.77,4.77,4.83,
